Data File,Dataset Type,Category,Resolution (C),Ocean Resolution (mx),File Extension,File Size (Bytes),YYYY,Sub-Category 1,Sub-Category 2,Sub-Category 3
C96_ERA5_forcing_2021-05-07.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-06.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-02-18.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-29.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-27.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-24.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-03-13.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-05-01.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-19.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-10.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2019-12-28.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-17.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-18.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-19.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-07.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-17.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-28.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-03-08.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-25.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-30.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-01.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-14.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-05-08.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-13.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-10.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-15.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-25.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-08.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-27.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-05-17.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2019-12-30.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-25.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-22.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-03-06.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-02-26.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2019-12-10.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-18.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-10.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-05-16.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-17.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-09.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-01.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-03-04.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-30.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2019-12-17.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-09.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-23.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-02-23.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-29.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-28.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-18.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-20.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-03-21.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-01.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-02-05.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-26.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-20.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-24.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-09.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-04.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-15.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-14.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-18.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-05-24.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-22.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-13.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-05-04.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-03-17.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-03-14.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-03.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-19.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-19.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-10.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-03.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-21.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2019-12-23.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-24.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-23.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-20.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-28.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-28.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-07.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-21.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-05.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-06.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-02-02.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-31.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-26.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-05.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-16.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-07.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-05.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-13.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-27.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-02.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-15.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-03-01.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-02-15.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-14.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-24.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-23.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-02-11.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-04.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-23.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-05-21.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-02.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-05-31.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-03-29.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-11.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-03-03.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-09.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-04.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-20.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-03-20.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-16.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-01.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2019-12-21.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-03.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-02-09.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-02-19.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-25.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-18.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-08.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-05-14.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-02-12.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-25.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-18.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-07.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-02-21.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-06.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-17.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-10.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-11.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-03.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2019-12-02.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2019-12-04.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-30.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-21.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-07.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-03.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-02-04.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-12-25.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2019-12-15.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-26.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-24.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-07-23.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-10-23.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2019-12-07.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-25.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-15.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-06-08.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-02.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-03-24.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-09-11.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-05-06.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-05-28.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-02-27.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-16.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-18.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-08-04.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-04-26.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-02-17.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2019-12-26.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2020-11-04.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
C96_ERA5_forcing_2021-01-22.nc,UFS_Land-DA_Dev,NAGAPE,96,,.nc,12313780,,era5,C96,
ghcn_snwd_ioda_20191206.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,708843,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191220.cdl,UFS_Land-DA_Dev,NAGAPE,,,.cdl,690680,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191226.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,704339,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191215.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,714440,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191201.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,800800,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191214.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,782670,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191213.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,707773,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191220_jediv7.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,969629,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191205.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,819326,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191221.nc_new,UFS_Land-DA_Dev,NAGAPE,,,.nc_new,957813,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191218.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,824274,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191224.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,775872,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191204.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,823777,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191210.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,713148,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191212.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,819014,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191223.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,706007,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191231.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,821610,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191221.cdl,UFS_Land-DA_Dev,NAGAPE,,,.cdl,673733,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191219.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,730404,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191230.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,729992,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191220.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,969478,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191228.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,708174,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191211.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,825097,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191216.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,867381,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191203.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,753292,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191227.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,782771,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191202.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,756437,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191220.nc_new,UFS_Land-DA_Dev,NAGAPE,,,.nc_new,969565,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191221.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,957726,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191221_jediv7.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,957877,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191225.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,773582,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191229.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,709069,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191208.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,703323,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191222.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,701210,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191217.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,752763,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191209.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,719345,2019,snow_depth,data_proc,v3
ghcn_snwd_ioda_20191207.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,703525,2019,snow_depth,data_proc,v3
chvar_nc_file.py,UFS_Land-DA_Dev,NAGAPE,,,.py,305,2000,snow_depth,data_proc,v3
fake_ghcn_snwd_ioda_20000103_jediv7.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,953249,2000,snow_depth,data_proc,v3
fake_ghcn_snwd_ioda_20000102_jediv7.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,957877,2000,snow_depth,data_proc,v3
ghcn_snwd_ioda_20000104.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,958752,2000,snow_depth,data_proc,v3
ghcn_snwd_ioda_20000111.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,959304,2000,snow_depth,data_proc,v3
ghcn_snwd_ioda_20000108.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,957820,2000,snow_depth,data_proc,v3
fake_ghcn_snwd_ioda_20000102.cdl,UFS_Land-DA_Dev,NAGAPE,,,.cdl,664359,2000,snow_depth,data_proc,v3
fake_ghcn_snwd_ioda_20000103.nc_new,UFS_Land-DA_Dev,NAGAPE,,,.nc_new,953185,2000,snow_depth,data_proc,v3
fake_ghcn_snwd_ioda_20000103.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,953098,2000,snow_depth,data_proc,v3
ghcn_snwd_ioda_20000113.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,958965,2000,snow_depth,data_proc,v3
ghcn_snwd_ioda_20000131.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,676918,2000,snow_depth,data_proc,v3
ghcn_snwd_ioda_20000118.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,959624,2000,snow_depth,data_proc,v3
ghcn_snwd_ioda_20000115.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,959914,2000,snow_depth,data_proc,v3
fake_ghcn_snwd_ioda_20000102.nc_new,UFS_Land-DA_Dev,NAGAPE,,,.nc_new,957813,2000,snow_depth,data_proc,v3
ghcn_snwd_ioda_20000102.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,959983,2000,snow_depth,data_proc,v3
ghcn_snwd_ioda_20000109.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,956038,2000,snow_depth,data_proc,v3
fake_ghcn_snwd_ioda_20000102.nc,UFS_Land-DA_Dev,NAGAPE,,,.nc,957726,2000,snow_depth,data_proc,v3
